,School No.,School Name,County,Voucher enrollment 2016,Special ed enrollment 2016,Special ed ratio 2016,Total enrollment 2016,2016 Grade,District No.,District Name
269,B045,Christian Academy of Indiana,Floyd,229,19.0,2.56,743.0,A,3160,Lanesville Community School Corporation
270,B045,Christian Academy of Indiana,Floyd,229,19.0,2.56,743.0,A,2400,New Albany-Floyd County Consolidated School Corporation
271,B045,Christian Academy of Indiana,Floyd,229,19.0,2.56,743.0,A,3180,North Harrison Community School Corporation
272,B045,Christian Academy of Indiana,Floyd,229,19.0,2.56,743.0,A,8205,Salem Community Schools
273,B045,Christian Academy of Indiana,Floyd,229,19.0,2.56,743.0,A,3190,South Harrison Community Schools
274,B045,Christian Academy of Indiana,Floyd,229,19.0,2.56,743.0,A,940,West Clark Community Schools
275,B493,Christian Academy of Madison,Jefferson,76,7.0,4.64,151.0,C,4015,Jennings County Schools
276,B493,Christian Academy of Madison,Jefferson,76,7.0,4.64,151.0,C,3995,Madison Consolidated Schools
277,B493,Christian Academy of Madison,Jefferson,76,7.0,4.64,151.0,C,7255,Scott County School District II
278,B493,Christian Academy of Madison,Jefferson,76,7.0,4.64,151.0,C,6865,South Ripley Community School Corporation
279,B493,Christian Academy of Madison,Jefferson,76,7.0,4.64,151.0,C,4000,Southwestern-Jefferson County Consolidated Schools
280,C933,Clear Creek Christian School,Monroe,40,14.0,12.73,110.0,B,2940,Eastern Greene Schools
281,C933,Clear Creek Christian School,Monroe,40,14.0,12.73,110.0,B,5740,Monroe County Community School Corporation
282,C933,Clear Creek Christian School,Monroe,40,14.0,12.73,110.0,B,5075,North Lawrence Community Schools
283,C933,Clear Creek Christian School,Monroe,40,14.0,12.73,110.0,B,5705,Richland-Bean Blossom Community School Corporation
284,C933,Clear Creek Christian School,Monroe,40,14.0,12.73,110.0,B,6195,Spencer-Owen Community Schools
285,A875,Clinton Christian School,Elkhart,133,10.0,4.67,214.0,B,2305,Elkhart Community Schools
286,A875,Clinton Christian School,Elkhart,133,10.0,4.67,214.0,B,2155,Fairfield Community Schools
287,A875,Clinton Christian School,Elkhart,133,10.0,4.67,214.0,B,2315,Goshen Community Schools
288,A875,Clinton Christian School,Elkhart,133,10.0,4.67,214.0,B,4535,Lakeland School Corporation
289,A875,Clinton Christian School,Elkhart,133,10.0,4.67,214.0,B,2275,Middlebury Community Schools
290,A875,Clinton Christian School,Elkhart,133,10.0,4.67,214.0,B,2285,Wa-Nee Community Schools
291,A875,Clinton Christian School,Elkhart,133,10.0,4.67,214.0,B,4525,Westview School Corporation
292,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,3060,Carmel Clay Schools
293,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,5310,Franklin Township Community School Corporation
294,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,3025,Hamilton Heights School Corporation
295,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,3005,Hamilton Southeastern Schools
296,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,665,Lebanon Community School Corporation
297,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,5330,M S D Lawrence Township
298,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,5350,M S D Pike Township
299,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,5360,M S D Warren Township
300,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,5370,M S D Washington Township
301,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,3070,Noblesville Schools
302,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,3115,Southern Hancock County Community School Corporation
303,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,3030,Westfield-Washington Schools
304,C495,Colonial Christian School,Marion,91,9.0,3.81,236.0,C,630,Zionsville Community Schools
305,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,365,Bartholomew Consolidated School Corporation
306,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,670,Brown County School Corporation
307,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,1655,Decatur County Community Schools
308,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,370,Flat Rock-Hawcreek School Corporation
309,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,5385,Indianapolis Public Schools
310,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,4015,Jennings County Schools
311,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,5360,M S D Warren Township
312,A450,Columbus Christian School Inc.,Bartholomew,122,8.0,3.79,211.0,B,4255,Nineveh-Hensley-Jackson United Corporation
313,D305,Community Baptist Christian School,St. Joseph,116,10.0,6.06,165.0,C,5480,Bremen Public Schools
314,D305,Community Baptist Christian School,St. Joseph,116,10.0,6.06,165.0,C,2305,Elkhart Community Schools
315,D305,Community Baptist Christian School,St. Joseph,116,10.0,6.06,165.0,C,7150,John Glenn School Corporation
316,D305,Community Baptist Christian School,St. Joseph,116,10.0,6.06,165.0,C,7175,Penn-Harris-Madison School Corporation
317,D305,Community Baptist Christian School,St. Joseph,116,10.0,6.06,165.0,C,7200,School City of Mishawaka
318,D305,Community Baptist Christian School,St. Joseph,116,10.0,6.06,165.0,C,7205,South Bend Community School Corporation
319,D305,Community Baptist Christian School,St. Joseph,116,10.0,6.06,165.0,C,7215,Union-North United School Corporation
320,D862,Community Christian School,Wayne,44,4.0,4.08,98.0,A,8360,Centerville-Abington Community Schools
321,D862,Community Christian School,Wayne,44,4.0,4.08,98.0,A,8305,Nettle Creek School Corporation
322,D862,Community Christian School,Wayne,44,4.0,4.08,98.0,A,8385,Richmond Community Schools
323,D862,Community Christian School,Wayne,44,4.0,4.08,98.0,A,8355,Western Wayne Schools
324,A205,Concordia Evangelical Lutheran School,Allen,246,18.0,4.63,389.0,C,255,East Allen County Schools
325,A205,Concordia Evangelical Lutheran School,Allen,246,18.0,4.63,389.0,C,235,Fort Wayne Community Schools
326,A205,Concordia Evangelical Lutheran School,Allen,246,18.0,4.63,389.0,C,125,M S D Southwest Allen County
327,A205,Concordia Evangelical Lutheran School,Allen,246,18.0,4.63,389.0,C,225,Northwest Allen County Schools
328,A195,Concordia Lutheran High School,Allen,397,31.0,3.97,781.0,A,255,East Allen County Schools
329,A195,Concordia Lutheran High School,Allen,397,31.0,3.97,781.0,A,6060,East Noble School Corporation
330,A195,Concordia Lutheran High School,Allen,397,31.0,3.97,781.0,A,235,Fort Wayne Community Schools
331,A195,Concordia Lutheran High School,Allen,397,31.0,3.97,781.0,A,125,M S D Southwest Allen County
332,A195,Concordia Lutheran High School,Allen,397,31.0,3.97,781.0,A,8435,Northern Wells Community Schools
333,A195,Concordia Lutheran High School,Allen,397,31.0,3.97,781.0,A,225,Northwest Allen County Schools
334,A195,Concordia Lutheran High School,Allen,397,31.0,3.97,781.0,A,8665,Whitley County Consolidated Schools
335,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,5310,Franklin Township Community School Corporation
336,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,3125,Greenfield-Central Community Schools
337,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,5385,Indianapolis Public Schools
338,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,7855,Lafayette School Corporation
339,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,5330,M S D Lawrence Township
340,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,5360,M S D Warren Township
341,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,5370,M S D Washington Township
342,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,3135,Mount Vernon Community School Corporation
343,C281,Cornerstone Baptist Academy,Marion,83,6.0,4.88,123.0,B,3115,Southern Hancock County Community School Corporation
344,A236,Cornerstone College Preparatory School,Allen,122,1.0,0.77,130.0,F,235,Fort Wayne Community Schools
345,A236,Cornerstone College Preparatory School,Allen,122,1.0,0.77,130.0,F,1820,Garrett-Keyser-Butler Community
346,D235,Corpus Christi School,St Joseph,80,20.0,10.64,188.0,B,7205,South Bend Community School Corporation
347,D550,Corpus Christi School,Vanderburgh,49,17.0,6.83,249.0,A,7995,Evansville Vanderburgh School Corporation
348,D550,Corpus Christi School,Vanderburgh,49,17.0,6.83,249.0,A,6590,M S D Mount Vernon
349,B469,Covenant Christian High School,Jasper,35,2.0,2.02,99.0,A,3785,Kankakee Valley School Corporation
350,B469,Covenant Christian High School,Jasper,35,2.0,2.02,99.0,A,5945,North Newton School Corporation
351,B469,Covenant Christian High School,Jasper,35,2.0,2.02,99.0,A,3815,Rensselaer Central School Corporation
352,B469,Covenant Christian High School,Jasper,35,2.0,2.02,99.0,A,4645,Tri-Creek School Corporation
353,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,3315,Avon Community School Corporation
354,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,3305,Brownsburg Community School Corporation
355,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,3325,Danville Community School Corporation
356,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5310,Franklin Township Community School Corporation
357,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5385,Indianapolis Public Schools
358,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,665,Lebanon Community School Corporation
359,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5300,M S D Decatur Township
360,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5925,M S D Martinsville Schools
361,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5340,M S D Perry Township
362,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5350,M S D Pike Township
363,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5370,M S D Washington Township
364,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5375,M S D Wayne Township
365,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,3335,Mill Creek Community School Corporation
366,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5900,Monroe-Gregg School District
367,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5930,Mooresville Consolidated School Corporation
368,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5835,North Montgomery Community School Corporation
369,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,3295,North West Hendricks Schools
370,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,3330,Plainfield Community School Corporation
371,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,5845,South Montgomery Community School Corporation
372,C527,Covenant Christian High School,Marion,100,13.0,3.89,334.0,A,630,Zionsville Community Schools
373,D189,Covenant Christian School,St Joseph,83,9.0,6.98,129.0,A,2305,Elkhart Community Schools
374,D189,Covenant Christian School,St Joseph,83,9.0,6.98,129.0,A,7175,Penn-Harris-Madison School Corporation
375,D189,Covenant Christian School,St Joseph,83,9.0,6.98,129.0,A,7200,School City of Mishawaka
376,D189,Covenant Christian School,St Joseph,83,9.0,6.98,129.0,A,7205,South Bend Community School Corporation
377,B085,Covington Christian School,Fountain,19,3.0,5.36,56.0,C,2440,Covington Community School Corporation
378,B085,Covington Christian School,Fountain,19,3.0,5.36,56.0,C,8010,North Vermillion Community School Corporation
379,B085,Covington Christian School,Fountain,19,3.0,5.36,56.0,C,2455,Southeast Fountain School Corporation
380,C215,Cross Street Christian School,Madison,28,0.0,0.0,40.0,F,5275,Anderson Community School Corporation
381,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5275,Anderson Community School Corporation
382,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2260,Baugo Community Schools
383,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,395,Benton Community School Corporation
384,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,750,Carroll Consolidated School Corporation
385,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,4205,Center Grove Community School Corporation
386,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,1160,Clinton Prairie School Corporation
387,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,1170,Community Schools of Frankfort
388,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2270,Concord Community Schools
389,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,755,Delphi Community School Corporation
390,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,255,East Allen County Schools
391,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2815,Eastbrook Community School Corporation
392,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,6620,Eastern Pulaski Community School Corporation
393,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2305,Elkhart Community Schools
394,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,235,Fort Wayne Community Schools
395,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5310,Franklin Township Community School Corporation
396,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,8525,Frontier School Corporation
397,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,4245,Greenwood Community School Corporation
398,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5385,Indianapolis Public Schools
399,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,3785,Kankakee Valley School Corporation
400,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7525,Knox Community School Corporation
401,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,3500,Kokomo-Center Township Consolidated School Corporation
402,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7855,Lafayette School Corporation
403,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5300,M S D Decatur Township
404,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,125,M S D Southwest Allen County
405,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5375,M S D Wayne Township
406,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5615,Maconaquah School Corporation
407,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2865,Marion Community Schools
408,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2275,Middlebury Community Schools
409,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2855,Mississinewa Community School Corporation
410,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5930,Mooresville Consolidated School Corporation
411,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,1970,Muncie Community Schools
412,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7515,North Judson-San Pierre School Corporation
413,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,225,Northwest Allen County Schools
414,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,3470,Northwestern School Corporation
415,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5625,Oak Hill United School Corporation
416,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7175,Penn-Harris-Madison School Corporation
417,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,5485,Plymouth Community School Corporation
418,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,1180,Rossville Consolidated School District
419,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7200,School City of Mishawaka
420,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,35,South Adams Schools
421,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7205,South Bend Community School Corporation
422,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,3460,Taylor Community School Corporation
423,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7865,Tippecanoe School Corporation
424,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7945,Tipton Community School Corporation
425,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,2285,Wa-Nee Community Schools
426,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,7875,West Lafayette Community School Corporation
427,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,6065,West Noble School Corporation
428,B009,Crossing Educational Center,Elkhart,276,114.0,11.26,1012.0,,3490,Western School Corporation
429,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,3315,Avon Community School Corporation
430,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,3325,Danville Community School Corporation
431,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,1655,Decatur County Community Schools
432,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,3005,Hamilton Southeastern Schools
433,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,5385,Indianapolis Public Schools
434,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,5300,M S D Decatur Township
435,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,5340,M S D Perry Township
436,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,5350,M S D Pike Township
437,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,5375,M S D Wayne Township
438,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,5930,Mooresville Consolidated School Corporation
439,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,3330,Plainfield Community School Corporation
440,C514,Crosspointe Christian Academy,Marion,98,12.0,4.94,243.0,C,5400,School Town of Speedway
441,A275,Crossroad Academy,Allen,13,35.0,74.47,47.0,,235,Fort Wayne Community Schools
442,A275,Crossroad Academy,Allen,13,35.0,74.47,47.0,,4415,Warsaw Community Schools
