CORP,CORP_NAME,SCHL_NAME_CODE,SCHL_NAME,ENR_ELL_N,ENR_ELL_RATIO,ENR_SPEC_ED_N,ENR_SPEC_ED_RATIO,ENROLLMENT_N
3005,Hamilton Southeastern Schools,2490,Riverside Junior High,15,1.46%,123,12.00%,1025
3005,Hamilton Southeastern Schools,2497,Durbin Elementary School,13,3.43%,38,10.03%,379
3005,Hamilton Southeastern Schools,2499,Hamilton Southeastern HS,32,1.03%,325,10.42%,3118
3005,Hamilton Southeastern Schools,2500,Riverside Intermediate School,20,2.11%,116,12.22%,949
3025,Hamilton Heights School Corp,,,19,0.81%,339,14.52%,2334
3025,Hamilton Heights School Corp,2477,Hamilton Heights High School,3,0.41%,126,17.28%,729
3025,Hamilton Heights School Corp,2478,Hamilton Heights Elementary School,3,0.57%,84,15.97%,526
3025,Hamilton Heights School Corp,2501,Hamilton Heights Middle School,4,0.74%,80,14.71%,544
3025,Hamilton Heights School Corp,2502,Hamilton Heights Primary School,9,1.68%,49,9.16%,535
3030,Westfield-Washington Schools,,,196,2.58%,1145,15.09%,7590
3030,Westfield-Washington Schools,2491,Westfield Middle School,27,2.22%,160,13.18%,1214
3030,Westfield-Washington Schools,2492,Shamrock Springs Elementary School,4,0.91%,94,21.32%,441
3030,Westfield-Washington Schools,2493,Westfield High School,37,1.72%,264,12.29%,2148
3030,Westfield-Washington Schools,2494,Carey Ridge Elementary School,33,5.56%,112,18.86%,594
3030,Westfield-Washington Schools,2495,Washington Woods Elementary School,49,11.01%,69,15.51%,445
3030,Westfield-Washington Schools,2496,Oak Trace Elementary School,2,0.32%,105,16.75%,627
3030,Westfield-Washington Schools,2498,Monon Trail Elementary School,34,7.98%,93,21.83%,426
3030,Westfield-Washington Schools,2503,Westfield Intermediate School,9,0.80%,167,14.75%,1132
3030,Westfield-Washington Schools,2504,Maple Glen Elementary,1,0.18%,81,14.39%,563
3055,Sheridan Community Schools,,,10,0.97%,187,18.05%,1036
3055,Sheridan Community Schools,2463,Sheridan High School,2,0.61%,59,17.93%,329
3055,Sheridan Community Schools,2465,Sheridan Elementary School,7,1.53%,80,17.43%,459
3055,Sheridan Community Schools,6780,Sheridan Middle School,1,0.40%,48,19.35%,248
3060,Carmel Clay Schools,,,412,2.56%,1547,9.62%,16082
3060,Carmel Clay Schools,2505,Carmel High School,53,1.06%,430,8.60%,5000
3060,Carmel Clay Schools,2506,Clay Middle School,24,1.73%,120,8.63%,1390
3060,Carmel Clay Schools,2507,Woodbrook Elementary School,21,4.38%,72,15.00%,480
3060,Carmel Clay Schools,2508,Cherry Tree Elementary School,30,4.13%,76,10.47%,726
3060,Carmel Clay Schools,2509,Carmel Elementary School,16,3.09%,54,10.42%,518
3060,Carmel Clay Schools,2510,College Wood Elementary School,23,3.19%,51,7.07%,721
3060,Carmel Clay Schools,2511,Carmel Middle School,41,2.99%,149,10.85%,1373
3060,Carmel Clay Schools,2512,Smoky Row Elementary School,25,3.52%,82,11.55%,710
3060,Carmel Clay Schools,2513,Orchard Park Elementary School,85,12.23%,86,12.37%,695
3060,Carmel Clay Schools,2515,Prairie Trace Elementary School,18,2.86%,48,7.62%,630
3060,Carmel Clay Schools,2516,Mohawk Trails Elementary School,1,0.17%,75,13.04%,575
3060,Carmel Clay Schools,2518,Forest Dale Elementary School,28,4.64%,61,10.10%,604
3060,Carmel Clay Schools,2520,Creekside Middle School,12,0.96%,105,8.39%,1252
3060,Carmel Clay Schools,2522,Towne Meadow Elementary School,16,2.44%,79,12.06%,655
3060,Carmel Clay Schools,2526,West Clay Elementary School,19,2.52%,59,7.84%,753
3070,Noblesville Schools,,,251,2.41%,1511,14.49%,10426
3070,Noblesville Schools,2517,Noblesville High School,51,1.76%,408,14.08%,2898
3070,Noblesville Schools,2521,Noblesville East Middle School,27,2.54%,178,16.75%,1063
3070,Noblesville Schools,2523,Hinkle Creek Elementary School,10,1.04%,166,17.27%,961
3070,Noblesville Schools,2529,North Elementary School,8,1.51%,96,18.15%,529
3070,Noblesville Schools,2533,Stony Creek Elementary School,13,2.03%,120,18.75%,640
3070,Noblesville Schools,2537,Noble Crossing Elementary School,36,4.86%,71,9.59%,740
3070,Noblesville Schools,2538,Hazel Dell Elementary School,23,3.12%,99,13.41%,738
3070,Noblesville Schools,2539,Promise Road Elementary,40,4.99%,87,10.85%,802
3070,Noblesville Schools,2542,Noblesville West Middle School,16,1.18%,185,13.69%,1351
3070,Noblesville Schools,2547,White River Elementary School,27,3.84%,101,14.35%,704
3115,Southern Hancock Co Com Sch Corp,,,18,0.51%,522,14.78%,3532
3115,Southern Hancock Co Com Sch Corp,2563,Brandywine Elementary School,9,2.69%,61,18.26%,334
3115,Southern Hancock Co Com Sch Corp,2564,New Palestine Elementary School,1,0.14%,119,16.74%,711
3115,Southern Hancock Co Com Sch Corp,2565,New Palestine High School,2,0.18%,147,13.09%,1123
3115,Southern Hancock Co Com Sch Corp,2566,Doe Creek Middle School,2,0.36%,61,10.83%,563
3115,Southern Hancock Co Com Sch Corp,2567,Sugar Creek Elementary Sch,4,0.50%,134,16.73%,801
3125,Greenfield-Central Com Schools,,,10,0.22%,755,16.70%,4521
3125,Greenfield-Central Com Schools,2577,Maxwell Intermediate School,0,0.00%,67,14.05%,477
3125,Greenfield-Central Com Schools,2579,Greenfield Central Junior High Sch,3,0.43%,110,15.83%,695
3125,Greenfield-Central Com Schools,2581,Eden Elementary School,0,0.00%,31,17.92%,173
3125,Greenfield-Central Com Schools,2588,JB Stephens Elementary School,1,0.20%,107,20.90%,512
3125,Greenfield-Central Com Schools,2593,Greenfield Intermediate School,0,0.00%,104,19.96%,521
3125,Greenfield-Central Com Schools,2595,Greenfield-Central High School,4,0.26%,241,15.96%,1510
3125,Greenfield-Central Com Schools,2597,Harris Elementary School,0,0.00%,58,19.08%,304
3125,Greenfield-Central Com Schools,2609,Weston Elementary School,2,0.61%,37,11.25%,329
3135,Mt Vernon Community School Corp,,,18,0.46%,595,15.13%,3933
3135,Mt Vernon Community School Corp,2558,Fortville Elementary School,5,1.07%,69,14.81%,466
3135,Mt Vernon Community School Corp,2559,Mt Vernon Middle School,4,0.43%,129,13.87%,930
3135,Mt Vernon Community School Corp,2561,Mt Comfort Elementary School,2,0.29%,151,22.21%,680
3135,Mt Vernon Community School Corp,2569,Mt Vernon High School,4,0.33%,170,13.85%,1227
3135,Mt Vernon Community School Corp,2570,McCordsville Elementary School,3,0.48%,76,12.06%,630
3145,Eastern Hancock Co Com Sch Corp,,,2,0.17%,217,17.92%,1211
3145,Eastern Hancock Co Com Sch Corp,2582,Eastern Hancock Middle School,0,0.00%,53,19.78%,268
3145,Eastern Hancock Co Com Sch Corp,2585,Eastern Hancock High School,1,0.24%,68,16.00%,425
3145,Eastern Hancock Co Com Sch Corp,2586,Eastern Hancock Elementary School,1,0.19%,96,18.53%,518
3160,Lanesville Community School Corp,,,0,0.00%,97,12.97%,748
3160,Lanesville Community School Corp,2611,Lanesville Elementary School,0,0.00%,43,11.35%,379
3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,0,0.00%,54,14.63%,369
3180,North Harrison Com School Corp,,,7,0.31%,420,18.59%,2259
3180,North Harrison Com School Corp,2621,Morgan Elementary School,1,0.23%,60,14.08%,426
3180,North Harrison Com School Corp,2625,North Harrison Middle School,2,0.36%,114,20.32%,561
3180,North Harrison Com School Corp,2629,North Harrison High School,3,0.43%,105,15.13%,694
3180,North Harrison Com School Corp,2633,North Harrison Elementary School,1,0.17%,141,24.39%,578
3190,South Harrison Com Schools,,,29,0.93%,524,16.79%,3120
3190,South Harrison Com Schools,2640,Corydon Central High School,3,0.42%,109,15.22%,716
3190,South Harrison Com Schools,2643,Corydon Central Jr High School,5,1.50%,56,16.82%,333
3190,South Harrison Com Schools,2645,Corydon Elementary School,15,2.38%,136,21.59%,630
3190,South Harrison Com Schools,2649,New Middletown Elementary School,0,0.00%,16,11.68%,137
3190,South Harrison Com Schools,2653,Heth-Washington Elementary School,2,1.10%,31,17.03%,182
3190,South Harrison Com Schools,2663,Corydon Intermediate School,3,0.69%,75,17.24%,435
3190,South Harrison Com Schools,2667,South Central Elementary,0,0.00%,47,14.92%,315
3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,1,0.27%,54,14.52%,372
3295,North West Hendricks Schools,,,5,0.26%,225,11.91%,1889
3295,North West Hendricks Schools,2682,Tri-West Middle School,0,0.00%,57,13.23%,431
3295,North West Hendricks Schools,2684,Pittsboro Primary School,3,1.05%,50,17.42%,287
3295,North West Hendricks Schools,2685,North Salem Elementary School,0,0.00%,28,11.62%,241
3295,North West Hendricks Schools,2725,Pittsboro Elementary School,1,0.33%,43,14.10%,305
3295,North West Hendricks Schools,2731,Tri-West Senior High School,1,0.16%,47,7.52%,625
3305,Brownsburg Community School Corp,,,131,1.50%,1012,11.58%,8737
3305,Brownsburg Community School Corp,2706,Brown Elementary School,11,1.68%,78,11.94%,653
3305,Brownsburg Community School Corp,2707,Brownsburg Early Childhood Center,0,0.00%,116,46.96%,247
3305,Brownsburg Community School Corp,2709,Brownsburg High School,21,0.79%,269,10.17%,2646
3305,Brownsburg Community School Corp,2711,Eagle Elementary School,15,2.08%,71,9.86%,720
3305,Brownsburg Community School Corp,2713,Brownsburg West Middle School,7,0.73%,110,11.45%,961
3305,Brownsburg Community School Corp,2714,Reagan Elementary School,14,2.22%,48,7.61%,631
3305,Brownsburg Community School Corp,2718,Delaware Trail Elementary School,22,3.45%,63,9.89%,637
3305,Brownsburg Community School Corp,2720,Brownsburg East Middle School,15,1.43%,130,12.40%,1048
3305,Brownsburg Community School Corp,2723,White Lick Elementary School,15,2.40%,71,11.36%,625
3305,Brownsburg Community School Corp,2727,Cardinal Elementary School,11,1.93%,56,9.84%,569
3315,Avon Community School Corp,,,317,3.38%,1378,14.67%,9392
3315,Avon Community School Corp,2726,River Birch Elementary School,27,3.44%,120,15.31%,784
3315,Avon Community School Corp,2728,Avon Intermediate School East,8,1.09%,104,14.11%,737
3315,Avon Community School Corp,2729,Avon Intermediate School West,18,2.50%,113,15.72%,719
3315,Avon Community School Corp,2730,Avon Middle School North,18,2.26%,120,15.08%,796
3315,Avon Community School Corp,2733,Maple Elementary School,16,6.23%,36,14.01%,257
3315,Avon Community School Corp,2734,White Oak Elementary School,8,2.22%,135,37.50%,360
3315,Avon Community School Corp,2735,Sycamore Elementary School,46,9.31%,97,19.64%,494
3315,Avon Community School Corp,2736,Avon Middle School South,20,2.66%,63,8.39%,751
3315,Avon Community School Corp,2737,Avon High School,41,1.41%,284,9.77%,2907
3315,Avon Community School Corp,2738,Cedar Elementary School,51,7.11%,132,18.41%,717
3315,Avon Community School Corp,2739,Pine Tree Elementary School,26,7.43%,70,20.00%,350
3315,Avon Community School Corp,2740,Hickory Elementary School,38,7.31%,104,20.00%,520
3325,Danville Community School Corp,,,20,0.81%,286,11.61%,2463
3325,Danville Community School Corp,2721,North Elementary School,10,1.80%,77,13.85%,556
3325,Danville Community School Corp,2741,Danville Community High School,8,1.01%,75,9.46%,793
3325,Danville Community School Corp,2743,Danville Middle School,0,0.00%,94,12.69%,741
3325,Danville Community School Corp,2745,South Elementary School,2,0.54%,40,10.72%,373
3330,Plainfield Community School Corp,,,60,1.10%,781,14.29%,5466
3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,29,3.38%,146,17.00%,859
3330,Plainfield Community School Corp,2749,Plainfield High School,6,0.36%,196,11.91%,1645
3330,Plainfield Community School Corp,2750,Plainfield Community Middle School,14,1.11%,156,12.34%,1264
3330,Plainfield Community School Corp,2751,Central Elementary School,5,0.88%,81,14.21%,570
3330,Plainfield Community School Corp,2753,Little Quakers Academy,0,0.00%,54,39.13%,138
3330,Plainfield Community School Corp,2761,Van Buren Elementary School,2,0.38%,75,14.20%,528
3330,Plainfield Community School Corp,2763,Brentwood Elementary School,4,0.87%,73,15.80%,462
3335,Mill Creek Community Sch Corp,,,6,0.39%,254,16.62%,1528
3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,4,0.98%,107,26.10%,410
3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,0,0.00%,47,15.72%,299
3335,Mill Creek Community Sch Corp,2687,Cascade Middle School,2,0.55%,48,13.26%,362
3335,Mill Creek Community Sch Corp,2692,Cascade Senior High School,0,0.00%,52,11.38%,457
3405,Blue River Valley Schools,,,0,0.00%,88,13.23%,665
3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,0,0.00%,28,10.00%,280
3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,0,0.00%,60,15.58%,385
3415,South Henry School Corp,,,2,0.24%,96,11.68%,822
3415,South Henry School Corp,2773,Tri Junior-Senior High School,0,0.00%,49,11.95%,410
3415,South Henry School Corp,2777,Tri-Elementary School,2,0.49%,47,11.41%,412
3435,Shenandoah School Corporation,,,10,0.72%,235,16.82%,1397
3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,6,1.03%,105,17.98%,584
3435,Shenandoah School Corporation,2817,Shenandoah High School,0,0.00%,70,15.84%,442
3435,Shenandoah School Corporation,2819,Shenandoah Middle School,4,1.08%,60,16.17%,371
3445,New Castle Community School Corp,,,29,0.88%,638,19.32%,3302
3445,New Castle Community School Corp,2825,New Castle High School,11,1.07%,172,16.80%,1024
3445,New Castle Community School Corp,2829,New Castle Middle School,4,0.77%,100,19.16%,522
3445,New Castle Community School Corp,2832,Eastwood Elementary School,2,0.64%,126,40.38%,312
3445,New Castle Community School Corp,2847,Parker Elementary School,3,0.69%,86,19.72%,436
3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,2,0.79%,36,14.17%,254
3445,New Castle Community School Corp,2853,Sunnyside Elementary School,1,0.61%,27,16.46%,164
3445,New Castle Community School Corp,2861,Westwood Elementary School,0,0.00%,24,9.92%,242
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,6,1.72%,67,19.25%,348
3455,C A Beard Memorial School Corp,,,0,0.00%,241,20.78%,1160
3455,C A Beard Memorial School Corp,2869,Knightstown High School,0,0.00%,55,14.44%,381
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,0,0.00%,84,19.49%,431
3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,0,0.00%,102,29.31%,348
3460,Taylor Community School Corp,,,6,0.47%,264,20.50%,1288
3460,Taylor Community School Corp,2894,Taylor High School,1,0.24%,88,21.31%,413
3460,Taylor Community School Corp,2895,Taylor Elementary School,5,0.82%,104,17.02%,611
3460,Taylor Community School Corp,2896,Taylor Middle School,0,0.00%,72,27.27%,264
3470,Northwestern School Corp,,,2,0.11%,225,12.51%,1799
3470,Northwestern School Corp,2897,Northwestern Senior High School,0,0.00%,53,9.43%,562
3470,Northwestern School Corp,2904,Northwestern Elementary School,1,0.15%,86,12.76%,674
3470,Northwestern School Corp,2905,Howard Elementary School,1,0.37%,46,17.10%,269
3470,Northwestern School Corp,2907,Northwestern Middle School,0,0.00%,40,13.61%,294
3480,Eastern Howard School Corporation,,,2,0.13%,235,15.66%,1501
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,0,0.00%,123,19.49%,631
3480,Eastern Howard School Corporation,2914,Eastern Middle School,1,0.27%,56,14.85%,377
3480,Eastern Howard School Corporation,2919,Eastern High School,1,0.20%,56,11.36%,493
3490,Western School Corporation,,,13,0.48%,352,13.08%,2692
3490,Western School Corporation,2921,Western High School,2,0.23%,111,12.95%,857
3490,Western School Corporation,2922,Western Middle School,1,0.16%,76,12.26%,620
3490,Western School Corporation,2923,Western Intermediate School,2,0.31%,99,15.47%,640
3490,Western School Corporation,2935,Western Primary School,8,1.39%,66,11.48%,575
3500,Kokomo School Corporation,,,92,1.49%,1116,18.08%,6172
3500,Kokomo School Corporation,2943,Sycamore Elementary School,14,2.57%,101,18.53%,545
3500,Kokomo School Corporation,2945,Bon Air Elementary School,1,0.29%,83,24.27%,342
3500,Kokomo School Corporation,2947,Boulevard Elementary School,6,1.63%,51,13.86%,368
3500,Kokomo School Corporation,2951,Bon Air Middle School,6,2.00%,89,29.67%,300
3500,Kokomo School Corporation,2955,Central Middle School,7,1.39%,51,10.10%,505
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,3,0.41%,122,16.62%,734
3500,Kokomo School Corporation,2963,Maple Crest Middle School,5,1.17%,120,28.17%,426
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,4,0.78%,38,7.36%,516
3500,Kokomo School Corporation,2993,Pettit Park School,2,0.63%,70,22.08%,317
3500,Kokomo School Corporation,3005,Wallace Elementary School,2,0.58%,23,6.67%,345
3500,Kokomo School Corporation,3013,Kokomo High School,42,2.37%,368,20.74%,1774
3625,Huntington Co Com Sch Corp,,,25,0.47%,916,17.40%,5265
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,5,1.28%,60,15.38%,390
3625,Huntington Co Com Sch Corp,3025,Riverview School,1,0.16%,93,14.60%,637
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,0,0.00%,38,11.14%,341
3625,Huntington Co Com Sch Corp,3035,Salamonie School,0,0.00%,48,24.37%,197
3625,Huntington Co Com Sch Corp,3037,Lancaster Elementary School,4,1.31%,70,22.88%,306
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,4,0.70%,98,17.25%,568
3625,Huntington Co Com Sch Corp,3065,Huntington North High School,4,0.25%,204,12.95%,1575
3625,Huntington Co Com Sch Corp,3075,Northwest Elementary School,0,0.00%,47,15.93%,295
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,5,1.20%,104,25.00%,416
3625,Huntington Co Com Sch Corp,3078,Huntington Schools Preschool,0,0.00%,59,62.11%,95
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,2,0.45%,95,21.35%,445
3640,Medora Community School Corp,,,0,0.00%,47,22.93%,205
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,0,0.00%,22,21.36%,103
3640,Medora Community School Corp,3095,Medora Elementary School,0,0.00%,25,24.51%,102
3675,Seymour Community Schools,,,651,13.84%,776,16.50%,4704
3675,Seymour Community Schools,3105,Cortland Elementary School,0,0.00%,14,11.11%,126
3675,Seymour Community Schools,3133,Seymour Senior High School,128,8.54%,198,13.22%,1498
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,203,38.09%,95,17.82%,533
3675,Seymour Community Schools,3138,Seymour Middle School,97,9.95%,163,16.72%,975
3675,Seymour Community Schools,3141,Emerson Elementary School,4,1.19%,53,15.77%,336
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,174,25.85%,118,17.53%,673
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,45,7.99%,135,23.98%,563
3695,Brownstown Cnt Com Sch Corp,,,1,0.06%,227,14.35%,1582
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,1,0.29%,43,12.65%,340
3695,Brownstown Cnt Com Sch Corp,3108,Jackson Co Juvenile Detention Cntr,0,0.00%,0,0.00%,1
3695,Brownstown Cnt Com Sch Corp,3126,Brownstown Central High School,0,0.00%,78,13.52%,577
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,0,0.00%,106,15.96%,664
3710,Crothersville Community Schools,,,3,0.61%,97,19.72%,492
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,3,1.44%,43,20.57%,209
3710,Crothersville Community Schools,3122,Crothersville Elementary School,0,0.00%,54,19.08%,283
3785,Kankakee Valley School Corp,,,91,2.66%,502,14.67%,3423
3785,Kankakee Valley School Corp,3181,Kankakee Valley High School,13,1.20%,156,14.40%,1083
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,13,1.59%,124,15.14%,819
3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,48,7.34%,85,13.00%,654
3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,6,1.78%,54,15.98%,338
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,11,2.08%,83,15.69%,529
3815,Rensselaer Central School Corp,,,49,2.92%,285,16.97%,1679
3815,Rensselaer Central School Corp,3201,Rensselaer Central High School,11,2.07%,103,19.40%,531
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,11,3.19%,54,15.65%,345
3815,Rensselaer Central School Corp,3213,Rensselaer Central Primary School,19,4.63%,69,16.83%,410
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,8,2.04%,59,15.01%,393
3945,Jay School Corporation,,,91,2.70%,829,24.56%,3376
3945,Jay School Corporation,3239,Jay County High School,3,0.28%,186,17.33%,1073
3945,Jay School Corporation,3241,Bloomfield Elementary School,28,11.24%,62,24.90%,249
3945,Jay School Corporation,3247,Redkey Elementary School,0,0.00%,45,26.16%,172
3945,Jay School Corporation,3257,Pennville Elementary School,10,13.16%,24,31.58%,76
3945,Jay School Corporation,3265,East Jay County Middle School,14,2.71%,119,23.06%,516
3945,Jay School Corporation,3273,General Shanks Elem School,10,3.17%,115,36.51%,315
3945,Jay School Corporation,3277,Judge Haynes Elementary School,17,7.69%,75,33.94%,221
3945,Jay School Corporation,3285,West Jay County Middle School,4,1.63%,56,22.86%,245
3945,Jay School Corporation,3287,East Elementary School,3,1.00%,80,26.76%,299
3945,Jay School Corporation,3289,Westlawn Elementary School,2,0.95%,67,31.90%,210
3995,Madison Consolidated Schools,,,40,1.39%,457,15.83%,2887
3995,Madison Consolidated Schools,3301,Deputy Elementary School,1,0.83%,26,21.49%,121
3995,Madison Consolidated Schools,3309,Madison Consolidated High School,9,0.93%,143,14.80%,966
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,3,0.45%,115,17.19%,669
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,1,0.44%,35,15.56%,225
3995,Madison Consolidated Schools,3327,Madison Early Childhood Center,0,0.00%,20,25.32%,79
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,0,0.00%,42,12.10%,347
3995,Madison Consolidated Schools,3333,Emery O Muncie Elementary School,26,5.42%,76,15.83%,480
4000,Southwestern-Jefferson Co Con,,,25,1.87%,206,15.43%,1335
4000,Southwestern-Jefferson Co Con,3337,Southwestern High School,5,1.39%,57,15.88%,359
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,16,2.50%,87,13.57%,641
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,4,1.19%,62,18.51%,335
4015,Jennings County School Corporation,,,59,1.34%,876,19.91%,4400
4015,Jennings County School Corporation,3345,Jennings County High School,7,0.53%,221,16.59%,1332
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,23,5.36%,151,35.20%,429
4015,Jennings County School Corporation,3357,Scipio Elementary School,1,0.31%,60,18.52%,324
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,0,0.00%,57,18.15%,314
4015,Jennings County School Corporation,3385,Hayden Elementary School,0,0.00%,61,21.18%,288
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,0,0.00%,63,17.40%,362
4015,Jennings County School Corporation,3393,Jennings County Middle School,8,1.24%,125,19.32%,647
4015,Jennings County School Corporation,3397,North Vernon Elementary School,20,2.84%,138,19.60%,704
4145,Clark-Pleasant Community Sch Corp,,,186,2.83%,910,13.85%,6571
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,58,9.98%,43,7.40%,581
4145,Clark-Pleasant Community Sch Corp,3421,Whiteland Community High School,31,1.68%,258,13.96%,1848
4145,Clark-Pleasant Community Sch Corp,3422,Grassy Creek Elementary School,31,3.63%,111,13.00%,854
4145,Clark-Pleasant Community Sch Corp,3423,Sawmill Woods Elementary School,0,0.00%,49,50.00%,98
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,5,1.12%,54,12.11%,446
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,29,1.89%,204,13.32%,1531
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,7,1.56%,64,14.29%,448
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,25,3.27%,127,16.60%,765
4205,Center Grove Community School Corp,,,95,1.16%,1100,13.45%,8180
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,3,0.38%,89,11.38%,782
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,21,2.44%,128,14.87%,861
4205,Center Grove Community School Corp,3437,Center Grove High School,23,0.92%,347,13.88%,2500
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,4,0.52%,77,9.94%,775
4205,Center Grove Community School Corp,3440,North Grove Elementary School,23,3.37%,106,15.52%,683
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,17,2.00%,100,11.74%,852
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,0,0.00%,168,16.20%,1037
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,4,0.58%,85,12.32%,690
4215,Edinburgh Community School Corp,,,23,2.52%,173,18.99%,911
4215,Edinburgh Community School Corp,3447,Edinburgh Community High School,4,1.49%,55,20.45%,269
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,2,0.98%,32,15.61%,205
4215,Edinburgh Community School Corp,3452,East Side Elementary School,17,3.89%,86,19.68%,437
4225,Franklin Community School Corp,,,49,0.98%,736,14.71%,5004
4225,Franklin Community School Corp,3413,Needham Elementary School,2,0.49%,42,10.37%,405
4225,Franklin Community School Corp,3433,Union Elementary School,0,0.00%,6,3.85%,156
4225,Franklin Community School Corp,3445,Franklin Community High School,18,1.17%,232,15.13%,1533
4225,Franklin Community School Corp,3457,Franklin Community Middle School,4,0.51%,123,15.79%,779
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,3,0.38%,130,16.60%,783
4225,Franklin Community School Corp,3461,Northwood Elementary School,16,3.36%,100,21.01%,476
4225,Franklin Community School Corp,3465,Webb Elementary School,3,1.00%,40,13.33%,300
4225,Franklin Community School Corp,3467,Creekside Elementary School,3,0.52%,63,11.01%,572
4245,Greenwood Community Sch Corp,,,104,2.67%,609,15.61%,3902
4245,Greenwood Community Sch Corp,3473,Greenwood Community High Sch,24,1.98%,163,13.44%,1213
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,20,2.23%,164,18.30%,896
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,18,4.75%,60,15.83%,379
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,10,2.14%,96,20.51%,468
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,13,3.07%,60,14.15%,424
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,19,3.64%,66,12.64%,522
4255,Nineveh-Hensley-Jackson United,,,2,0.11%,280,15.32%,1828
4255,Nineveh-Hensley-Jackson United,3409,Indian Creek Elementary School,1,0.25%,50,12.66%,395
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,0,0.00%,58,15.38%,377
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,0,0.00%,59,13.88%,425
4255,Nineveh-Hensley-Jackson United,3419,Indian Creek Sr High School,1,0.16%,113,17.91%,631
4315,North Knox School Corp,,,2,0.15%,206,15.56%,1324
4315,North Knox School Corp,3521,North Knox Primary School,0,0.00%,54,17.88%,302
4315,North Knox School Corp,3537,North Knox Jr-Sr High School,0,0.00%,63,10.59%,595
4315,North Knox School Corp,3545,North Knox Intermediate,2,0.47%,89,20.84%,427
4325,South Knox School Corp,,,0,0.00%,159,12.81%,1241
4325,South Knox School Corp,3489,South Knox Elementary School,0,0.00%,99,14.18%,698
4325,South Knox School Corp,3490,South Knox Middle-High School,0,0.00%,60,11.05%,543
4335,Vincennes Community School Corp,,,13,0.48%,452,16.82%,2687
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,1,0.20%,54,11.00%,491
