CORP,CORP_NAME,SCHL_NAME_CODE,SCHL_NAME,ENR_ELL_N,ENR_ELL_RATIO,ENR_SPEC_ED_N,ENR_SPEC_ED_RATIO,ENROLLMENT_N
4335,Vincennes Community School Corp,3553,Lincoln High School,3,0.42%,98,13.69%,716
4335,Vincennes Community School Corp,3557,George Rogers Clark School,0,0.00%,107,17.20%,622
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,1,0.54%,53,28.80%,184
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,1,0.32%,72,23.30%,309
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,7,1.92%,68,18.63%,365
4345,Wawasee Community School Corp,,,76,2.50%,501,16.45%,3045
4345,Wawasee Community School Corp,3625,North Webster Elementary School,7,1.44%,80,16.43%,487
4345,Wawasee Community School Corp,3630,Wawasee Middle School,4,0.79%,85,16.77%,507
4345,Wawasee Community School Corp,3635,Milford School,29,5.22%,88,15.83%,556
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,12,2.18%,84,15.27%,550
4345,Wawasee Community School Corp,3639,Wawasee High School,24,2.54%,164,17.35%,945
4415,Warsaw Community Schools,,,540,7.69%,1011,14.39%,7024
4415,Warsaw Community Schools,3589,Claypool Elementary School,37,10.51%,58,16.48%,352
4415,Warsaw Community Schools,3607,Lakeview Middle School,45,8.21%,85,15.51%,548
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,13,3.13%,59,14.22%,415
4415,Warsaw Community Schools,3610,Harrison Elementary School,101,16.69%,68,11.24%,605
4415,Warsaw Community Schools,3613,Leesburg Elementary School,86,21.13%,78,19.16%,407
4415,Warsaw Community Schools,3647,Warsaw Community High School,106,4.87%,281,12.91%,2176
4415,Warsaw Community Schools,3653,Edgewood Middle School,14,2.56%,67,12.27%,546
4415,Warsaw Community Schools,3661,Jefferson Elementary School,49,9.88%,103,20.77%,496
4415,Warsaw Community Schools,3665,Lincoln Elementary School,23,4.91%,71,15.17%,468
4415,Warsaw Community Schools,3673,Madison Elementary School,47,8.69%,80,14.79%,541
4415,Warsaw Community Schools,3677,Washington Elementary School,19,4.04%,61,12.98%,470
4445,Tippecanoe Valley School Corp,,,96,5.22%,339,18.42%,1840
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,36,10.14%,58,16.34%,355
4445,Tippecanoe Valley School Corp,3602,Tippecanoe Valley High School,28,4.71%,106,17.82%,595
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,25,5.56%,83,18.44%,450
4445,Tippecanoe Valley School Corp,3619,Tippecanoe Valley Middle School,7,1.59%,92,20.91%,440
4455,Whitko Community School Corp,,,18,1.24%,288,19.79%,1455
4455,Whitko Community School Corp,3642,Pierceton Elementary School,4,1.20%,75,22.46%,334
4455,Whitko Community School Corp,3644,Whitko Middle School,2,0.57%,64,18.23%,351
4455,Whitko Community School Corp,9173,South Whitley Elementary School,6,2.11%,46,16.20%,284
4455,Whitko Community School Corp,9191,Whitko High School,6,1.23%,103,21.19%,486
4515,Prairie Heights Community Sch Corp,,,14,1.10%,202,15.92%,1269
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,5,1.11%,77,17.07%,451
4515,Prairie Heights Community Sch Corp,3688,Prairie Heights Middle School,3,0.74%,70,17.37%,403
4515,Prairie Heights Community Sch Corp,3690,Prairie Heights Sr High School,6,1.45%,55,13.25%,415
4525,Westview School Corporation,,,489,21.65%,343,15.18%,2259
4525,Westview School Corporation,3697,Westview Jr-Sr High School,50,6.29%,123,15.47%,795
4525,Westview School Corporation,3698,Topeka Elementary School,132,40.99%,37,11.49%,322
4525,Westview School Corporation,3702,Westview Elementary School,19,4.79%,67,16.88%,397
4525,Westview School Corporation,3704,Meadowview Elementary School,179,43.87%,79,19.36%,408
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,109,32.34%,37,10.98%,337
4535,Lakeland School Corporation,,,149,7.51%,341,17.18%,1985
4535,Lakeland School Corporation,3730,Lakeland High School,28,4.84%,86,14.88%,578
4535,Lakeland School Corporation,3731,Parkside Elementary School,52,10.90%,87,18.24%,477
4535,Lakeland School Corporation,3741,Wolcott Mills Elementary School,5,2.34%,53,24.77%,214
4535,Lakeland School Corporation,3743,Lakeland Middle School,24,5.23%,57,12.42%,459
4535,Lakeland School Corporation,3745,Lima-Brighton Elementary,40,15.56%,58,22.57%,257
4570,NW Indiana Special Education Coop,,,0,0.00%,110,100.00%,110
4570,NW Indiana Special Education Coop,4287,Eagle Park Community School,0,0.00%,110,100.00%,110
4580,Hanover Community School Corp,,,34,1.54%,260,11.81%,2201
4580,Hanover Community School Corp,3781,Jane Ball Elementary School,14,2.80%,74,14.80%,500
4580,Hanover Community School Corp,3782,Lincoln Elementary School,14,2.82%,57,11.49%,496
4580,Hanover Community School Corp,3784,Hanover Central Middle School,3,0.57%,67,12.76%,525
4580,Hanover Community School Corp,3785,Hanover Central High School,3,0.44%,62,9.12%,680
4590,River Forest Community Sch Corp,,,104,6.74%,222,14.38%,1544
4590,River Forest Community Sch Corp,3791,River Forest High School,18,4.10%,61,13.90%,439
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,34,9.26%,66,17.98%,367
4590,River Forest Community Sch Corp,3801,River Forest Middle School,18,4.80%,69,18.40%,375
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,34,9.37%,26,7.16%,363
4600,Merrillville Community School Corp,,,156,2.40%,833,12.79%,6512
4600,Merrillville Community School Corp,3809,Merrillville High School,23,1.04%,289,13.05%,2215
4600,Merrillville Community School Corp,3811,Pierce Middle School,17,1.62%,136,12.95%,1050
4600,Merrillville Community School Corp,3813,Merrillville Intermediate School,11,1.20%,125,13.63%,917
4600,Merrillville Community School Corp,3821,Henry P Fieler Elementary School,4,0.87%,76,16.56%,459
4600,Merrillville Community School Corp,3822,Homer Iddings Elementary School,29,5.38%,41,7.61%,539
4600,Merrillville Community School Corp,3826,Edgar L Miller Elementary School,30,8.11%,28,7.57%,370
4600,Merrillville Community School Corp,3827,John Wood Elementary School,27,8.46%,65,20.38%,319
4600,Merrillville Community School Corp,3829,Jonas E Salk Elementary School,15,2.33%,73,11.35%,643
4615,Lake Central School Corporation,,,174,1.80%,1331,13.78%,9656
4615,Lake Central School Corporation,3831,Michael Grimmer Middle School,14,1.53%,107,11.68%,916
4615,Lake Central School Corporation,3833,Lake Central High School,46,1.41%,414,12.69%,3263
4615,Lake Central School Corporation,3837,Kolling Elementary School,17,2.53%,73,10.88%,671
4615,Lake Central School Corporation,3838,Hal E Clark Middle School,15,1.32%,173,15.18%,1140
4615,Lake Central School Corporation,3839,George Bibich Elementary School,10,2.20%,65,14.29%,455
4615,Lake Central School Corporation,3840,James H Watson Elementary School,10,1.70%,151,25.64%,589
4615,Lake Central School Corporation,3841,Kahler Middle School,12,1.24%,116,11.97%,969
4615,Lake Central School Corporation,3843,Protsman Elementary School,27,3.95%,79,11.57%,683
4615,Lake Central School Corporation,4349,Homan Elementary School,15,2.76%,105,19.30%,544
4615,Lake Central School Corporation,4351,Peifer Elementary School,8,1.88%,48,11.27%,426
4645,Tri-Creek School Corporation,,,28,0.85%,380,11.53%,3297
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,9,1.84%,65,13.32%,488
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,4,1.06%,46,12.14%,379
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,8,1.70%,34,7.22%,471
4645,Tri-Creek School Corporation,3851,Lowell Middle School,1,0.13%,100,13.16%,760
4645,Tri-Creek School Corporation,3865,Lowell Senior High School,6,0.50%,135,11.26%,1199
4650,Lake Ridge New Tech Schools,,,71,3.79%,283,15.11%,1873
4650,Lake Ridge New Tech Schools,3869,Calumet New Tech High School,15,2.26%,97,14.59%,665
4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,38,7.90%,66,13.72%,481
4650,Lake Ridge New Tech Schools,3889,Hosford Park New Tech Elementary,9,2.95%,41,13.44%,305
4650,Lake Ridge New Tech Schools,3893,Lake Ridge New Tech Middle School,9,2.13%,79,18.72%,422
4660,Crown Point Community School Corp,,,159,1.90%,903,10.76%,8389
4660,Crown Point Community School Corp,3761,Robert Taft Middle School,11,1.07%,95,9.21%,1031
4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,5,1.08%,79,17.03%,464
4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,25,4.05%,91,14.75%,617
4660,Crown Point Community School Corp,3854,Winfield Elementary School,21,4.26%,54,10.95%,493
4660,Crown Point Community School Corp,3901,Crown Point High School,26,0.94%,255,9.18%,2778
4660,Crown Point Community School Corp,3903,Lake Street Elementary School,9,1.71%,52,9.87%,527
4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,24,4.58%,60,11.45%,524
4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,11,2.10%,59,11.24%,525
4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,19,3.61%,65,12.33%,527
4660,Crown Point Community School Corp,3915,Colonel John Wheeler Middle School,8,0.89%,93,10.30%,903
4670,School City of East Chicago,,,502,11.11%,842,18.63%,4520
4670,School City of East Chicago,3924,East Chicago Central High School,111,8.98%,211,17.07%,1236
4670,School City of East Chicago,3937,Carrie Gosch Elementary School,17,4.05%,115,27.38%,420
4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,124,22.38%,73,13.18%,554
4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,21,5.28%,81,20.35%,398
4670,School City of East Chicago,3953,William McKinley Elementary School,135,21.00%,97,15.09%,643
4670,School City of East Chicago,3961,George Washington Elementary Sch,49,7.16%,130,19.01%,684
4670,School City of East Chicago,3963,Joseph Block Middle School,45,7.69%,135,23.08%,585
4680,Lake Station Community Schools,,,81,6.28%,174,13.50%,1289
4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,15,2.63%,67,11.73%,571
4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,20,8.77%,37,16.23%,228
4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,32,9.50%,34,10.09%,337
4680,Lake Station Community Schools,3985,Carl J Polk Elementary School,14,9.15%,36,23.53%,153
4690,Gary Community School Corp,,,13,0.22%,843,14.48%,5823
4690,Gary Community School Corp,4053,Benjamin Banneker Achievement Ctr,0,0.00%,11,2.23%,493
4690,Gary Community School Corp,4057,Mary M Bethune Early Child Dev Ctr,0,0.00%,70,12.80%,547
4690,Gary Community School Corp,4061,Beveridge Elementary School,0,0.00%,47,11.75%,400
4690,Gary Community School Corp,4081,Dr Bernard C Watson Acad for Boys,2,1.40%,25,17.48%,143
4690,Gary Community School Corp,4086,Frankie W McCullough Acad for Girl,0,0.00%,31,7.06%,439
4690,Gary Community School Corp,4104,Jefferson Elementary School,0,0.00%,71,20.64%,344
4690,Gary Community School Corp,4105,Bailly Preparatory Academy,2,0.45%,80,17.98%,445
4690,Gary Community School Corp,4113,New Tech Innovative Institute,0,0.00%,30,16.04%,187
4690,Gary Community School Corp,4121,Jacques Marquette Elem School,2,0.50%,45,11.28%,399
4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,5,0.84%,92,15.44%,596
4690,Gary Community School Corp,4163,West Side Leadership Academy,0,0.00%,193,27.07%,713
4690,Gary Community School Corp,4168,Wm A Wirt/Emerson VPA,1,0.23%,11,2.51%,439
4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,1,0.15%,137,20.21%,678
4700,Griffith Public Schools,,,24,0.96%,357,14.35%,2488
4700,Griffith Public Schools,4171,Beiriger Elementary School,8,1.67%,75,15.66%,479
4700,Griffith Public Schools,4173,Griffith Senior High School,6,0.75%,109,13.63%,800
4700,Griffith Public Schools,4177,Griffith Middle School,3,0.74%,59,14.57%,405
4700,Griffith Public Schools,4185,Eldon Ready Elementary School,5,1.19%,40,9.55%,419
4700,Griffith Public Schools,4189,Elsie Wadsworth Elementary School,2,0.52%,74,19.22%,385
4710,School City of Hammond,,,1478,10.66%,1986,14.32%,13868
4710,School City of Hammond,4411,George Rogers Clark Md/HS,198,14.37%,184,13.35%,1378
4710,School City of Hammond,4413,Donald E Gavit Middle/High School,96,5.91%,204,12.57%,1623
4710,School City of Hammond,4415,Hammond High School,73,8.80%,104,12.53%,830
4710,School City of Hammond,4417,Morton Senior High School,99,7.34%,187,13.87%,1348
4710,School City of Hammond,4422,Joseph Hess Elementary School,54,8.31%,112,17.23%,650
4710,School City of Hammond,4425,Henry W Eggers Middle School,69,9.45%,111,15.21%,730
4710,School City of Hammond,4433,Charles N Scott Middle School,60,7.11%,135,16.00%,844
4710,School City of Hammond,4447,Columbia Elementary School,66,24.09%,30,10.95%,274
4710,School City of Hammond,4449,Thomas A Edison Elementary School,88,12.85%,106,15.47%,685
4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,38,12.58%,33,10.93%,302
4710,School City of Hammond,4453,Warren G Harding Elementary School,79,10.70%,136,18.43%,738
4710,School City of Hammond,4455,Washington Irving Elementary Sch,130,22.30%,77,13.21%,583
4710,School City of Hammond,4457,Thomas Jefferson Elementary School,32,6.71%,111,23.27%,477
4710,School City of Hammond,4459,Kenwood Elementary School,33,10.48%,33,10.48%,315
4710,School City of Hammond,4461,Lafayette Elementary School,51,10.12%,56,11.11%,504
4710,School City of Hammond,4463,Abraham Lincoln Elementary School,127,19.66%,76,11.76%,646
4710,School City of Hammond,4465,Maywood Elementary School,24,5.81%,57,13.80%,413
4710,School City of Hammond,4469,Morton Elementary School,54,10.17%,84,15.82%,531
4710,School City of Hammond,4479,Lew Wallace Elementary School,81,18.33%,56,12.67%,442
4710,School City of Hammond,4484,Frank O'Bannon Elementary School,26,4.68%,94,16.94%,555
4720,School Town of Highland,,,75,2.36%,356,11.21%,3176
4720,School Town of Highland,4281,Highland High School,14,1.25%,99,8.86%,1117
4720,School Town of Highland,4283,Highland Middle School,16,2.18%,64,8.72%,734
4720,School Town of Highland,4285,Judith Morton Johnston Elementary,11,3.32%,52,15.71%,331
4720,School Town of Highland,4290,Mildred Merkley Elementary School,14,4.75%,46,15.59%,295
4720,School Town of Highland,4301,Southridge Elementary School,4,0.99%,66,16.34%,404
4720,School Town of Highland,4303,Allen J Warren Elementary School,16,5.42%,29,9.83%,295
4730,School City of Hobart,,,47,1.17%,504,12.59%,4004
4730,School City of Hobart,4305,Hobart High School,5,0.40%,129,10.20%,1265
4730,School City of Hobart,4309,Hobart Middle School,10,1.07%,128,13.70%,934
4730,School City of Hobart,4311,Early Learning Center-George Earle,5,1.53%,65,19.88%,327
4730,School City of Hobart,4317,Liberty Elementary School,10,2.28%,56,12.76%,439
4730,School City of Hobart,4325,Ridge View Elementary School,7,2.24%,50,15.97%,313
4730,School City of Hobart,4327,Joan Martin Elementary School,10,1.38%,76,10.47%,726
4740,School Town of Munster,,,75,1.87%,462,11.54%,4002
4740,School Town of Munster,4332,Munster High School,14,0.92%,130,8.58%,1516
4740,School Town of Munster,4333,Wilbur Wright Middle School,13,1.44%,89,9.89%,900
4740,School Town of Munster,4337,James B Eads Elementary School,19,3.53%,99,18.40%,538
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,1,0.24%,59,14.01%,421
4740,School Town of Munster,4343,Frank H Hammond Elementary School,28,4.47%,85,13.56%,627
4760,School City of Whiting,,,94,7.88%,157,13.16%,1193
4760,School City of Whiting,4353,Whiting High School,19,4.38%,39,8.99%,434
4760,School City of Whiting,4356,Whiting Middle School,13,4.89%,32,12.03%,266
4760,School City of Whiting,4361,Nathan Hale Elementary School,62,12.58%,86,17.44%,493
4805,New Prairie United School Corp,,,47,1.57%,380,12.68%,2998
4805,New Prairie United School Corp,4679,Prairie View Elementary School,1,0.32%,39,12.54%,311
4805,New Prairie United School Corp,4689,New Prairie High School,6,0.60%,110,11.08%,993
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,34,7.11%,76,15.90%,478
4805,New Prairie United School Corp,7345,New Prairie Middle School,5,0.70%,103,14.43%,714
4805,New Prairie United School Corp,7349,Olive Township Elementary School,1,0.20%,52,10.36%,502
4860,M S D of New Durham Township,,,0,0.00%,110,12.40%,887
4860,M S D of New Durham Township,4699,Westville Elementary School,0,0.00%,71,15.81%,449
4860,M S D of New Durham Township,4701,Westville High School,0,0.00%,39,8.90%,438
4915,Tri-Township Cons School Corp,,,1,0.26%,58,15.30%,379
4915,Tri-Township Cons School Corp,4692,LaCrosse School,0,0.00%,22,18.64%,118
4915,Tri-Township Cons School Corp,4696,Wanatah School,1,0.38%,36,13.79%,261
4925,Michigan City Area Schools,,,80,1.43%,1046,18.68%,5601
4925,Michigan City Area Schools,4373,Coolspring Elementary School,6,1.90%,46,14.56%,316
4925,Michigan City Area Schools,4713,Springfield Elementary School,12,3.06%,66,16.84%,392
4925,Michigan City Area Schools,4788,Martin T Krueger Middle School,3,0.82%,76,20.77%,366
4925,Michigan City Area Schools,4789,Barker Middle School,7,1.79%,89,22.70%,392
4925,Michigan City Area Schools,4795,Michigan City High School,19,1.08%,307,17.41%,1763
4925,Michigan City Area Schools,4805,Edgewood Elementary School,9,2.91%,48,15.53%,309
4925,Michigan City Area Schools,4811,Lake Hills Elementary School,2,0.40%,83,16.57%,501
4925,Michigan City Area Schools,4821,Joy Elementary School,8,1.91%,107,25.60%,418
4925,Michigan City Area Schools,4825,Knapp Elementary School,2,0.55%,79,21.64%,365
4925,Michigan City Area Schools,4829,Niemann Elementary School,0,0.00%,38,79.17%,48
4925,Michigan City Area Schools,4833,Marsh Elementary School,5,1.61%,45,14.47%,311
4925,Michigan City Area Schools,6829,Pine Elementary School,7,1.67%,62,14.76%,420
4940,South Central Com School Corp,,,5,0.52%,133,13.96%,953
4940,South Central Com School Corp,4734,South Central Elementary School,1,0.21%,74,15.20%,487
4940,South Central Com School Corp,4737,South Central Jr-Sr High School,4,0.86%,59,12.66%,466
4945,LaPorte Community School Corp,,,223,3.34%,1055,15.80%,6676
