CORP_NAME_CODE1,CORP_NAME1,SCHL_NAME_CODE,SCHL_NAME,GRADE,ENROLLMENT_N,ENROLLMENT_N1
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,Grade 8,45,349
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,Grade 9,,349
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,Grade 10,,349
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,Grade 11,,349
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,Grade 12,,349
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,Grade 12+/Adult,,349
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Pre-Kindergarten,45,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Kindergarten,23,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 1,27,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 2,27,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 3,27,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 4,25,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 5,27,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 6,25,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 7,23,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 8,25,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 9,,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 10,,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 11,,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 12,,274
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,Grade 12+/Adult,,274
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Pre-Kindergarten,48,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Kindergarten,64,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 1,68,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 2,63,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 3,78,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 4,78,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 5,80,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 6,77,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 7,78,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 8,72,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 9,,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 10,,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 11,,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 12,,706
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,Grade 12+/Adult,,706
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Pre-Kindergarten,44,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Kindergarten,29,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 1,41,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 2,24,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 3,36,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 4,28,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 5,32,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 6,28,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 7,26,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 8,30,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 9,,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 10,,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 11,,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 12,,318
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,Grade 12+/Adult,,318
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Pre-Kindergarten,,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Kindergarten,23,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 1,13,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 2,19,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 3,21,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 4,28,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 5,27,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 6,27,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 7,24,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 8,26,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 9,,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 10,,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 11,,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 12,,208
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,Grade 12+/Adult,,208
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Pre-Kindergarten,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Kindergarten,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 1,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 2,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 3,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 4,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 5,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 6,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 7,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 8,,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 9,279,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 10,299,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 11,321,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 12,285,1184
9200,Archdiocese of Indianapolis,C700,Cathedral High School,Grade 12+/Adult,,1184
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Pre-Kindergarten,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Kindergarten,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 1,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 2,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 3,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 4,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 5,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 6,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 7,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 8,,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 9,202,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 10,177,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 11,169,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 12,152,700
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,Grade 12+/Adult,,700
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Pre-Kindergarten,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Kindergarten,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 1,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 2,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 3,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 4,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 5,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 6,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 7,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 8,,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 9,113,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 10,120,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 11,116,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 12,100,449
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,Grade 12+/Adult,,449
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Pre-Kindergarten,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Kindergarten,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 1,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 2,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 3,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 4,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 5,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 6,,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 7,50,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 8,50,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 9,163,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 10,151,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 11,131,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 12,118,663
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,Grade 12+/Adult,,663
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Pre-Kindergarten,19,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Kindergarten,29,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 1,23,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 2,33,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 3,33,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 4,26,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 5,19,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 6,22,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 7,,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 8,,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 9,,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 10,,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 11,,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 12,,204
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,Grade 12+/Adult,,204
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Pre-Kindergarten,54,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Kindergarten,33,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 1,30,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 2,41,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 3,49,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 4,41,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 5,45,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 6,43,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 7,27,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 8,36,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 9,,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 10,,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 11,,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 12,,399
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,Grade 12+/Adult,,399
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Pre-Kindergarten,,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Kindergarten,40,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 1,43,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 2,34,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 3,30,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 4,26,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 5,39,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 6,46,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 7,38,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 8,39,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 9,,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 10,,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 11,,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 12,,335
9200,Archdiocese of Indianapolis,D130,Saint Louis School,Grade 12+/Adult,,335
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Pre-Kindergarten,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Kindergarten,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 1,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 2,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 3,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 4,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 5,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 6,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 7,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 8,,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 9,54,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 10,56,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 11,41,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 12,59,210
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,Grade 12+/Adult,,210
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Pre-Kindergarten,22,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Kindergarten,9,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 1,7,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 2,8,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 3,13,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 4,18,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 5,11,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 6,15,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 7,,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 8,,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 9,,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 10,,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 11,,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 12,,103
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,Grade 12+/Adult,,103
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Pre-Kindergarten,40,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Kindergarten,16,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 1,10,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 2,26,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 3,15,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 4,9,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 5,17,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 6,,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 7,,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 8,,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 9,,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 10,,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 11,,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 12,,133
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,Grade 12+/Adult,,133
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Pre-Kindergarten,54,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Kindergarten,38,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 1,26,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 2,24,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 3,27,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 4,39,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 5,29,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 6,37,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 7,37,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 8,24,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 9,,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 10,,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 11,,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 12,,335
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,Grade 12+/Adult,,335
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Pre-Kindergarten,26,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Kindergarten,42,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 1,35,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 2,36,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 3,33,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 4,35,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 5,43,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 6,39,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 7,,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 8,,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 9,,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 10,,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 11,,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 12,,289
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,Grade 12+/Adult,,289
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Pre-Kindergarten,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Kindergarten,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 1,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 2,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 3,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 4,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 5,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 6,,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 7,29,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 8,33,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 9,19,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 10,22,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 11,30,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 12,21,154
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,Grade 12+/Adult,,154
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Pre-Kindergarten,,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Kindergarten,6,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 1,15,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 2,11,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 3,10,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 4,14,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 5,16,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 6,21,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 7,19,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 8,9,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 9,,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 10,,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 11,,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 12,,121
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,Grade 12+/Adult,,121
9205,Diocese of Gary,B760,Andrean High School,Pre-Kindergarten,,492
9205,Diocese of Gary,B760,Andrean High School,Kindergarten,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 1,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 2,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 3,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 4,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 5,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 6,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 7,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 8,,492
9205,Diocese of Gary,B760,Andrean High School,Grade 9,85,492
9205,Diocese of Gary,B760,Andrean High School,Grade 10,136,492
9205,Diocese of Gary,B760,Andrean High School,Grade 11,124,492
9205,Diocese of Gary,B760,Andrean High School,Grade 12,147,492
9205,Diocese of Gary,B760,Andrean High School,Grade 12+/Adult,,492
9205,Diocese of Gary,B775,Saint Michael School,Pre-Kindergarten,28,227
9205,Diocese of Gary,B775,Saint Michael School,Kindergarten,20,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 1,15,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 2,22,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 3,21,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 4,20,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 5,21,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 6,28,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 7,35,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 8,17,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 9,,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 10,,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 11,,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 12,,227
9205,Diocese of Gary,B775,Saint Michael School,Grade 12+/Adult,,227
9205,Diocese of Gary,B780,Saint John Evangelist School,Pre-Kindergarten,51,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Kindergarten,31,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 1,44,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 2,30,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 3,50,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 4,36,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 5,34,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 6,39,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 7,28,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 8,29,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 9,,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 10,,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 11,,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 12,,372
9205,Diocese of Gary,B780,Saint John Evangelist School,Grade 12+/Adult,,372
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Pre-Kindergarten,72,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Kindergarten,51,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 1,39,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 2,48,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 3,52,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 4,55,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 5,45,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 6,53,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 7,36,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 8,54,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 9,,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 10,,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 11,,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 12,,505
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,Grade 12+/Adult,,505
9205,Diocese of Gary,B865,St Stanislaus School,Pre-Kindergarten,10,211
9205,Diocese of Gary,B865,St Stanislaus School,Kindergarten,16,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 1,17,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 2,18,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 3,23,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 4,18,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 5,22,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 6,36,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 7,27,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 8,24,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 9,,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 10,,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 11,,211
9205,Diocese of Gary,B865,St Stanislaus School,Grade 12,,211
